,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Age_bins,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
156,713786508,Existing Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,36,3,3,3,2038,0,2038,0.786,1238,28,0.75,0,40대,0.00034328,0.99966
157,713539833,Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135,0,8135,1.373,1716,29,0.812,0,40대,9.44E-05,0.99991
158,712454058,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364,618,8746,0.554,1099,27,0.8,0.066,40대,0.00012583,0.99987
159,718759833,Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643,0,32643,1.3,1058,24,2.429,0,40대,0.00016711,0.99983
160,718803333,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195,1954,1241,0.971,1285,29,0.706,0.612,40대,0.00011377,0.99989
161,720253908,Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43,5,2,1,2852,1024,1828,1.009,1651,28,1,0.359,50대,5.73E-05,0.99994
162,714133158,Existing Customer,59,F,1,College,Single,Unknown,Blue,36,2,3,3,4224,1305,2919,0.852,1152,31,0.824,0.309,50대,0.00027607,0.99972
163,713187033,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459,2071,18388,1.248,1767,38,2.167,0.101,40대,0.00010985,0.99989
164,714791208,Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,Blue,41,6,5,3,3482,2114,1368,0.508,1039,24,0.263,0.607,40대,0.00038948,0.99961
165,772426383,Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,3065,1570,1495,1.077,1130,28,1.333,0.512,50대,0.00020643,0.99979
166,710975883,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,2185,1761,424,0.682,1645,30,0.429,0.806,50대,5.88E-05,0.99994
167,714264408,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,36,4,1,0,1611,746,865,0.993,1413,29,0.706,0.463,40대,2.17E-05,0.99998
168,715827858,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,2822,2173,649,1.456,1218,23,2.286,0.77,50대,0.0003262,0.99967
169,713741358,Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975,2517,30458,0.658,597,17,0.7,0.076,40대,0.99681,0.00319072
170,709531908,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0,1438.3,0.776,2184,53,0.828,0,50대,0.00011482,0.99989
171,716493408,Existing Customer,45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,15875,1719,14156,0.86,1592,37,1.467,0.108,40대,0.0003262,0.99967
172,714141108,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703,893,5810,0.567,1388,28,0.75,0.133,50대,0.00027604,0.99972
173,708953883,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212,0,3212,0.713,757,20,0.25,0,50대,0.98692,0.01308
174,712608783,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516,1260,33256,0.588,1504,34,0.789,0.037,50대,8.14E-05,0.99992
175,820353558,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797,1434,8363,0.644,1503,34,0.478,0.146,40대,5.56E-05,0.99994
176,714964758,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400,1777,8623,0.791,1105,28,0.867,0.171,40대,0.00011751,0.99988
177,716264358,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,26792,1836,24956,1.432,2398,47,0.88,0.069,50대,5.88E-05,0.99994
178,717296808,Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006,2517,489,2.053,1661,32,1,0.837,60대 이상,0.00016883,0.99983
179,712977183,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482,1072,18410,0.706,1421,22,1.444,0.055,50대,6.16E-05,0.99994
180,710829108,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356,985,2371,0.35,999,28,0.556,0.294,50대,0.00018475,0.99982
181,779562633,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771,2248,3523,1.791,1387,18,0.8,0.39,40대,7.06E-05,0.99993
182,715315833,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106,2107,8999,0.948,1243,24,1,0.19,50대,0.00019864,0.9998
183,815500983,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890,2001,889,1.334,1860,36,1,0.692,50대,6.40E-05,0.99994
184,719360583,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380,1701,1679,0.747,1502,25,1.273,0.503,50대,0.00010684,0.99989
185,709701558,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331,1251,20080,0.949,1460,50,1.083,0.059,40대,5.72E-05,0.99994
186,721148358,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,2,1,12860,0,12860,0.646,1348,27,0.286,0,40대,7.32E-05,0.99993
187,779862408,Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278,462,5816,1.161,1087,33,0.941,0.074,40대,2.48E-05,0.99998
188,812627208,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513,60대 이상,7.73E-05,0.99992
189,711033408,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355,1626,7729,0.701,1230,28,0.867,0.174,50대,5.35E-05,0.99995
190,779956608,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758,0,20758,0.688,1555,32,0.684,0,40대,0.000109,0.99989
191,780376683,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612,1976,12636,1.768,1827,24,3,0.135,50대,0.00010182,0.9999
192,717912483,Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,27259,0,27259,0.731,1376,35,0.591,0,40대,4.40E-05,0.99996
193,714454758,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347,1594,4753,0.896,1771,37,0.762,0.251,50대,0.00019864,0.9998
194,780466533,Existing Customer,54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592,1676,19916,1.097,1873,52,0.529,0.078,50대,9.96E-05,0.9999
195,715735233,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449,1598,1851,0.971,1679,42,0.556,0.463,50대,4.03E-05,0.99996
196,720476733,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028,799,5229,0.819,1002,22,0.571,0.133,40대,5.56E-05,0.99994
197,715872333,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214,1998,16216,0.829,1344,21,1.1,0.11,40대,0.0001597,0.99984
198,712375758,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393,1423,14970,1.642,1461,42,0.75,0.087,50대,0.00011574,0.99988
199,708868233,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626,60대 이상,0.99338,0.00662
200,718030083,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871,1687,6184,1.242,1428,22,1.444,0.214,50대,5.03E-05,0.99995
201,720707283,Existing Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,5288,866,4422,0.869,1777,42,0.75,0.164,40대,7.65E-05,0.99992
202,771698658,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376,2006,9370,0.619,1302,27,0.8,0.176,40대,0.00034882,0.99965
203,748326258,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302,1632,10670,1.509,1483,41,0.519,0.133,40대,0.00034086,0.99966
204,770817783,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516,1679,32837,0.623,1060,27,0.5,0.049,40대,6.50E-05,0.99993
205,779353083,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516,1468,33048,0.505,1330,32,0.684,0.043,40대,0.00010284,0.9999
206,711441333,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514,1580,8934,0.504,1229,27,0.8,0.15,40대,9.38E-05,0.99991
207,719808558,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0,50대,0.99727,0.00272694
208,711551958,Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0,50대,0.9972,0.00280059
209,809164083,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619,1779,840,1.259,1450,37,0.947,0.679,60대 이상,5.17E-05,0.99995
210,820596183,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407,2395,22012,1.071,2311,48,0.714,0.098,50대,6.45E-05,0.99994
211,715999608,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377,1649,728,0.93,1378,26,1.167,0.694,50대,5.35E-05,0.99995
212,710565408,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516,1359,33157,1.327,1033,26,1.364,0.039,50대,0.00016316,0.99984
213,805543158,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086,2207,8879,0.869,1523,40,1.105,0.199,50대,0.0003139,0.99969
214,709752183,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432,2517,8915,0.615,1374,37,0.762,0.22,40대,0.00011482,0.99989
215,716479233,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258,1721,11537,0.908,1080,21,1.333,0.13,40대,0.00018339,0.99982
216,713837058,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571,1955,616,0.531,1234,24,0.714,0.76,40대,0.00018612,0.99981
217,718876683,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781,1168,4613,0.638,1600,32,0.455,0.202,40대,4.40E-05,0.99996
218,770746908,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872,2509,5363,0.971,1155,32,0.882,0.319,40대,6.35E-05,0.99994
219,794843883,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516,1202,33314,0.603,1353,33,0.737,0.035,40대,5.56E-05,0.99994
220,803043933,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127,1835,9292,2.368,1546,25,1.273,0.165,40대,8.93E-05,0.99991
221,758076408,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857,1603,254,0.579,1590,43,1.263,0.863,50대,0.00010183,0.9999
222,714606558,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913,1272,641,1.008,1448,22,1,0.665,60대 이상,1.96E-05,0.99998
223,778425408,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839,2295,1544,0.569,1271,24,0.714,0.598,40대,6.96E-05,0.99993
224,714171108,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115,1141,974,0.616,1223,20,0.538,0.539,40대,0.00019864,0.9998
225,719662458,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,40대,0.00011382,0.99989
226,713137233,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756,1789,25967,0.75,994,24,0.846,0.064,40대,6.45E-05,0.99994
227,769425858,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0,40대,5.56E-05,0.99994
228,711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878,2222,11656,0.853,1658,38,0.357,0.16,40대,0.00020195,0.9998
229,788900883,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106,1304,1802,0.604,1368,38,0.407,0.42,50대,9.26E-05,0.99991
230,758348808,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516,1666,32850,0.613,1218,18,0.8,0.048,50대,0.00030251,0.9997
231,772336458,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713,60대 이상,0.99717,0.00282527
232,708711483,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871,1740,17131,1.727,1516,21,2,0.092,50대,7.29E-05,0.99993
233,717906783,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207,1748,3459,1.073,1310,26,1,0.336,40대,0.00011751,0.99988
234,719437908,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965,1644,16321,0.921,1767,50,0.923,0.092,40대,0.00013897,0.99986
235,769433508,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733,1819,914,0.767,933,25,0.923,0.666,40대,0.00027607,0.99972
236,790096533,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863,1301,7562,1.207,1512,27,1.455,0.147,50대,0.00017488,0.99983
237,720997383,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857,1833,24,0.723,829,17,0.7,0.987,50대,0.99659,0.00341249
238,787541883,Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,34516,0,34516,0.483,1120,27,0.35,0,40대,0.0003139,0.99969
239,709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107,1222,9885,0.538,1506,33,0.941,0.11,40대,0.00031104,0.99969
240,789830058,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573,1585,19988,0.621,1384,36,2.273,0.073,40대,6.35E-05,0.99994
241,710299608,Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859,2517,342,0.993,817,30,0.667,0.88,50대,0.997,0.00299743
242,710741208,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269,1475,3794,1.148,2094,25,0.667,0.28,30대,0.00011065,0.99989
243,821797008,Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0,40대,0.99482,0.00518
244,708874533,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387,0,3387,0.789,510,24,0.6,0,40대,0.99432,0.00568
245,715341858,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982,1289,693,0.939,1377,49,0.69,0.65,50대,0.00019143,0.99981
246,793636308,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645,1650,2995,0.912,1193,33,0.65,0.355,40대,0.00012144,0.99988
247,713779908,Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189,1666,523,0.343,1287,36,0.636,0.761,40대,0.00027008,0.99973
248,712125258,Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442,0,2442,0.98,701,19,0.727,0,40대,0.99677,0.00323086
249,709703433,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304,1532,19772,1.018,1770,25,0.923,0.072,40대,5.72E-05,0.99994
250,721022433,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577,2480,5097,0.435,1409,35,0.167,0.327,40대,7.97E-05,0.99992
251,710103558,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234,1486,1748,0.868,1354,28,0.647,0.459,50대,6.72E-05,0.99993
252,715952883,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469,1125,3344,1.363,1765,34,1.615,0.252,60대 이상,0.00015005,0.99985
253,719731458,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910,709,2201,0.538,1192,27,0.588,0.244,50대,0.00058851,0.99941
254,772390908,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,3616,1054,2562,0.616,687,17,0.545,0.291,50대,0.99673,0.00326713
255,787348608,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252,1495,1757,0.581,1227,15,0.875,0.46,60대 이상,0.0001597,0.99984
256,709485033,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358,1152,1206,0.969,1737,26,1.6,0.489,50대,0.00029408,0.99971
257,715432608,Existing Customer,43,M,4,Unknown,Single,$60K - $80K,Blue,36,4,1,0,22322,953,21369,0.769,1348,34,1.125,0.043,40대,2.34E-05,0.99998
258,799471833,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133,1510,1623,0.609,1435,38,0.462,0.482,40대,0.00010985,0.99989
259,714187533,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,3540,849,2691,0.456,1321,28,0.75,0.24,40대,6.82E-05,0.99993
260,779656908,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,6990,1378,5612,0.73,1479,29,0.611,0.197,40대,0.00016883,0.99983
261,788950158,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,34516,1652,32864,0.854,1283,39,1.294,0.048,30대,0.00018612,0.99981
262,778867533,Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,0,50대,0.9925,0.0075
263,710620383,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,24396,1171,23225,0.655,965,17,1.125,0.048,40대,0.00020735,0.99979
264,778661358,Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2474,2143,331,1.53,1541,40,1,0.866,40대,0.00018558,0.99981
265,789483333,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214,795,4419,0.707,1258,23,1.3,0.152,40대,9.52E-05,0.9999
266,809855808,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207,1650,3557,0.708,1339,20,0.538,0.317,50대,0.00011382,0.99989
267,718464258,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,2,9512,1082,8430,0.701,1007,22,1.444,0.114,50대,0.00012982,0.99987
268,708528483,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,3187,2430,757,0.617,1387,33,1.357,0.762,40대,0.00018864,0.99981
269,771809733,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353,0,3353,1.021,960,18,0.385,0,60대 이상,0.99605,0.00394582
270,719942883,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,2290,1434,856,0.923,1119,18,3.5,0.626,50대,0.00031231,0.99969
271,807226683,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,5279,1115,4164,0.549,1642,41,0.519,0.211,40대,0.00010566,0.99989
272,717806133,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603,0,23603,0.795,1382,31,1.067,0,40대,6.82E-05,0.99993
273,720615708,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2,2601,0,2601,0.814,1232,32,0.684,0,50대,0.00010043,0.9999
274,714511758,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,40,4,3,0,6363,1029,5334,0.838,1542,16,1.286,0.162,40대,6.96E-05,0.99993
275,715050408,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,4,3,3,8029,1576,6453,0.826,1094,32,0.524,0.196,40대,0.00030516,0.99969
276,721132233,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2410,1769,641,0.759,1217,30,1.143,0.734,40대,0.00012274,0.99988
277,719211558,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401,0,3401,0.898,744,18,1,0,40대,0.98217,0.01783
278,712069008,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,2260,1007,1253,0.84,1614,33,0.737,0.446,40대,4.53E-05,0.99995
279,715996983,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682,2481,15201,1.302,1747,31,1.214,0.14,40대,0.00012274,0.99988
280,773466258,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,3,1,3,4206,1100,3106,0.587,1144,22,1,0.262,40대,9.44E-05,0.99991
281,798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516,1440,33076,1.117,1575,34,2.4,0.042,40대,0.00015255,0.99985
282,719117433,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,0,23018,2168,20850,0.859,1463,24,1.667,0.094,40대,6.77E-05,0.99993
283,716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556,1711,3845,1.434,1706,21,1.625,0.308,50대,0.00018475,0.99982
284,718621608,Attrited Customer,54,F,2,High School,Married,Unknown,Blue,44,3,3,1,6094,0,6094,1.129,909,14,0.273,0,50대,0.99061,0.00939
285,715085733,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,2939,1999,940,2.145,2434,33,1.538,0.68,60대 이상,4.73E-05,0.99995
286,788977833,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5362,1274,4088,1.015,1876,41,0.783,0.238,60대 이상,1.79E-05,0.99998
287,720272958,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,3,3,27126,0,27126,0.953,1000,25,0.786,0,40대,0.99661,0.00338788
288,708421833,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,3,2,3342,2517,825,0.771,1139,30,0.765,0.753,40대,0.00018864,0.99981
289,709173108,Attrited Customer,54,F,4,Graduate,Married,Unknown,Blue,40,6,2,2,2532,2221,311,0.491,799,21,0.235,0.877,50대,0.99169,0.00831
290,709879458,Existing Customer,54,F,3,Doctorate,Married,Unknown,Blue,46,2,2,3,1900,1376,524,0.89,1881,45,0.607,0.724,50대,0.00028744,0.99971
291,715120608,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,2,14546,1703,12843,0.955,1273,27,0.588,0.117,40대,0.00018665,0.99981
292,770632758,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,2,3,2,2521,1608,913,0.587,1328,33,0.571,0.638,50대,0.00027297,0.99973
293,779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,16427,1682,14745,0.631,1579,36,1.118,0.102,50대,0.00052896,0.99947
294,771742533,Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36,5,1,2,13068,1718,11350,0.607,937,28,0.556,0.131,40대,5.51E-05,0.99994
295,720250158,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,6,3,0,23218,1814,21404,1.178,1749,37,2.083,0.078,40대,6.45E-05,0.99994
296,716458983,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3281,837,2444,1.859,1424,29,1.417,0.255,60대 이상,7.73E-05,0.99992
297,713747733,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,5,3,2,3096,2217,879,0.799,2011,41,0.783,0.716,50대,0.00017486,0.99983
298,712270158,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,52,5,2,3,2052,1250,802,0.728,1208,31,0.632,0.609,60대 이상,0.0001597,0.99984
299,789562383,Existing Customer,38,F,1,High School,Unknown,Less than $40K,Blue,30,2,3,0,1438.3,583,855.3,0.888,1259,24,1,0.405,30대,6.05E-05,0.99994
300,754897008,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,39,2,3,2,9432,1418,8014,0.612,1319,26,0.368,0.15,40대,0.00018145,0.99982
301,819700533,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,5,2,3,14938,2303,12635,0.804,949,27,2,0.154,50대,0.0001443,0.99986
302,712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,2221,1343,878,0.869,1338,30,1.308,0.605,40대,0.00018494,0.99982
303,720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,0,5731,1577,4154,0.657,1554,26,0.444,0.275,40대,8.10E-05,0.99992
